State,Area name,"Percent of adults with less than a high school diploma, 2018-22","Percent of adults with a high school diploma only, 2018-22","Percent of adults completing some college or associate's degree, 2018-22","Percent of adults with a bachelor's degree or higher, 2018-22"
PA,Venango,9.2,46.4,25,19.4
PA,Warren,6.3,46.3,28.5,19
PA,Washington,6,35.9,25.7,32.4
PA,Wayne,8.4,44,26.7,20.8
PA,Westmoreland,4.7,35.5,28.6,31.2
PA,Wyoming,7.2,45.6,25.7,21.5
PA,York,8.9,38.5,26.3,26.3
RI,Rhode Island,10.6,26.9,26.2,36.3
RI,Bristol,6.7,21.2,20.7,51.4
RI,Kent,7.3,28,31.1,33.6
RI,Newport,5.2,19.8,22.9,52.1
RI,Providence,13.7,29.2,25.9,31.2
RI,Washington,5.1,20.7,25.6,48.6
SC,South Carolina,10.7,28.5,30.2,30.6
SC,Abbeville,14.9,39,27.1,19.1
SC,Aiken,10.4,30.5,29.5,29.6
SC,Allendale,21.1,41.9,26.2,10.8
SC,Anderson,12.8,30.2,30.8,26.1
SC,Bamberg,22.7,30.8,28.7,17.9
SC,Barnwell,17.2,39.3,29.2,14.3
SC,Beaufort,6.4,21.3,28.9,43.4
SC,Berkeley,9.9,28.8,32.9,28.4
SC,Calhoun,13.5,34.9,32.5,19.1
SC,Charleston,7.1,19.5,25.3,48.1
SC,Cherokee,14.8,37.7,30.3,17.2
SC,Chester,14.8,41.4,30,13.9
SC,Chesterfield,18.6,40.1,28.4,12.9
SC,Clarendon,19.1,36.7,27.6,16.6
SC,Colleton,13.8,40.6,30,15.7
SC,Darlington,14.3,36.7,30,19
SC,Dillon,21.7,42.3,24.2,11.9
SC,Dorchester,9.4,25.4,35.8,29.4
SC,Edgefield,17,34.7,28.4,19.9
SC,Fairfield,15.9,39.6,29.8,14.7
SC,Florence,12.7,33.4,30.1,23.8
SC,Georgetown,9.1,27,32.8,31
SC,Greenville,9.9,22.9,27.9,39.3
SC,Greenwood,13.1,32.2,30.5,24.2
SC,Hampton,19.1,43.4,26,11.6
SC,Horry,8.4,32.5,33.7,25.4
SC,Jasper,10.2,36.9,29.6,23.3
SC,Kershaw,11.1,34.2,33.4,21.3
SC,Lancaster,10.9,28.2,30.7,30.1
SC,Laurens,17.3,36.1,28.6,17.9
SC,Lee,18.8,41.2,25.6,14.4
SC,Lexington,8.7,26.6,32.1,32.6
SC,McCormick,14.8,34.1,29.8,21.3
SC,Marion,15.5,50,20.8,13.7
SC,Marlboro,19.6,49.6,22.5,8.3
SC,Newberry,14.5,32,31,22.5
SC,Oconee,13.1,29.5,29.7,27.8
SC,Orangeburg,15.7,32.8,32.3,19.2
SC,Pickens,12.9,30.2,29.3,27.5
SC,Richland,7.8,21.4,30.6,40.2
SC,Saluda,16.8,37.6,26.4,19.2
SC,Spartanburg,12.2,31.1,31.5,25.2
SC,Sumter,11.2,31.8,34,23.1
SC,Union,18.4,38.4,29.3,13.9
SC,Williamsburg,17.1,42.3,25.4,15.2
SC,York,7.7,24,31.4,36.9
SD,South Dakota,7.3,29.9,32.4,30.4
SD,Aurora,8.7,36.8,36.3,18.2
SD,Beadle,14.9,33,26.6,25.5
SD,Bennett,11.1,34.6,35.9,18.4
SD,Bon Homme,11.1,36.9,31.9,20.1
SD,Brookings,3.8,23.2,30.6,42.4
SD,Brown,6.3,30.9,29.9,32.8
SD,Brule,14.2,34.2,25.9,25.7
SD,Buffalo,17.6,44.2,31.4,6.8
SD,Butte,10.6,37.8,33.4,18.2
SD,Campbell,12.8,29.7,29.2,28.4
SD,Charles Mix,10.5,35.3,29.4,24.7
SD,Clark,8.9,42.8,29.6,18.7
SD,Clay,6.6,28.3,25,40
SD,Codington,8.2,39.7,31.9,20.2
SD,Corson,13.8,37.3,31.8,17.2
SD,Custer,6.4,32.3,30.8,30.5
SD,Davison,9.8,34.1,32.9,23.3
SD,Day,8.5,36.3,32.8,22.4
SD,Deuel,7.2,35.3,33.8,23.7
SD,Dewey,13.4,38.6,30.1,17.9
SD,Douglas,8.7,36.1,34.6,20.6
SD,Edmunds,7.4,31.2,33.2,28.1
SD,Fall River,8.5,34.1,37.6,19.9
SD,Faulk,7.8,29.7,40.3,22.2
SD,Grant,8.3,38.2,29.1,24.4
SD,Gregory,9.6,38.5,32.7,19.1
SD,Haakon,3.6,47,32.7,16.6
SD,Hamlin,7.6,39.7,30.8,21.9
SD,Hand,6.9,29,38.7,25.3
SD,Hanson,5.3,33.9,39.6,21.1
SD,Harding,5.9,31.2,35.6,27.3
SD,Hughes,3.3,27.3,33.9,35.4
SD,Hutchinson,8,31.2,35,25.8
SD,Hyde,9.2,31.2,39.3,20.3
SD,Jackson,12.9,37.3,34.2,15.6
SD,Jerauld,8.3,45.8,29.1,16.8
SD,Jones,5.1,34.6,26.4,33.9
SD,Kingsbury,9.5,37.5,30,23
SD,Lake,6.7,26.7,32.1,34.5
SD,Lawrence,5,26.5,31.8,36.7
SD,Lincoln,4,23.9,30.3,41.8
SD,Lyman,8.5,40.8,27.5,23.2
SD,McCook,7.4,34.4,30.4,27.7
SD,McPherson,18.9,37.4,23.2,20.5
SD,Marshall,9.7,33.8,33.2,23.3
SD,Meade,4.2,28.7,39.8,27.4
SD,Mellette,18,40.7,29.3,11.9
SD,Miner,9.5,43,31,16.5
SD,Minnehaha,6.9,25.3,33.6,34.2
SD,Moody,5.5,31.3,36.1,27
SD,Oglala Lakota,26.1,35.2,30.6,8.1
SD,Pennington,5.8,28,32.8,33.4
SD,Perkins,7.8,34.2,37.8,20.2
SD,Potter,3.4,42.2,30.1,24.3
SD,Roberts,8.9,36.8,37.8,16.5
SD,Sanborn,8.1,40.8,31.2,19.9
SD,Spink,9.4,34.2,31.4,25.1
SD,Stanley,5.7,35.8,31.6,26.9
SD,Sully,3.8,38.5,36.2,21.5
SD,Todd,20.2,28,37.1,14.7
SD,Tripp,10.2,41.1,31.6,17.1
SD,Turner,8.6,32.3,32.6,26.4
SD,Union,5.5,27.5,31.5,35.4
SD,Walworth,8.8,34.2,29.3,27.7
SD,Yankton,6.9,35.3,30.5,27.3
SD,Ziebach,10.4,41.9,32.8,14.9
TN,Tennessee,10.7,31.5,28.1,29.7
TN,Anderson,9.1,33.5,32.9,24.5
TN,Bedford,15,41.6,26.3,17.1
TN,Benton,15.3,46.2,27.4,11.1
TN,Bledsoe,21.9,46,21.7,10.3
TN,Blount,9.6,35.5,28.9,26
TN,Bradley,11.8,31.2,33.1,23.9
TN,Campbell,18.8,41.3,26.9,12.9
TN,Cannon,14.4,41.9,26.2,17.5
TN,Carroll,11.3,42.8,26.1,19.8
TN,Carter,12.6,36.7,29.6,21.1
TN,Cheatham,11.1,38.4,27.7,22.9
TN,Chester,14.4,41.2,28,16.4
TN,Claiborne,17.8,38.3,25.1,18.8
TN,Clay,15,48.5,24.2,12.3
TN,Cocke,15.5,48.3,24.4,11.7
TN,Coffee,12.6,37.7,26.4,23.3
TN,Crockett,14.3,41.4,28.8,15.5
TN,Cumberland,10.7,40.7,30.5,18.1
TN,Davidson,9.7,20.7,23.6,46
TN,Decatur,14.9,45.9,23.5,15.6
TN,DeKalb,18.9,39.6,21.1,20.4
TN,Dickson,11.6,39.1,30,19.3
TN,Dyer,11.8,39,27.6,21.6
TN,Fayette,9.7,32.9,31.7,25.7
TN,Fentress,19.1,38.8,25.8,16.3
TN,Franklin,10,41.6,26.6,21.8
TN,Gibson,12.4,40.8,28.2,18.5
TN,Giles,12,43.5,25.6,18.9
TN,Grainger,19,41.9,25,14.1
TN,Greene,13.6,43.1,25.3,18
TN,Grundy,20.5,44.1,21.9,13.6
TN,Hamblen,13.6,39.9,27.6,18.8
TN,Hamilton,9.3,23.8,31.4,35.5
TN,Hancock,20.2,44,25.9,9.9
TN,Hardeman,19.1,42,28.5,10.5
TN,Hardin,14.6,44.1,25.5,15.8
TN,Hawkins,13.8,42.4,27,16.8
TN,Haywood,17.8,45,25.1,12.2
TN,Henderson,12.1,49,25,13.8
TN,Henry,12.9,44.5,23.6,19
TN,Hickman,17.5,42.2,27.9,12.4
TN,Houston,16,46.1,26.5,11.4
TN,Humphreys,12.7,45.4,25,16.9
TN,Jackson,18.7,45.9,21.5,13.9
TN,Jefferson,12,36.5,30.5,21.1
TN,Johnson,17.6,39.6,27.8,14.9
TN,Knox,7.7,25,28.2,39.2
TN,Lake,25.7,42.2,21.3,10.8
TN,Lauderdale,18,47,24.5,10.4
TN,Lawrence,14.2,43.3,26.8,15.6
TN,Lewis,15.6,42.5,32.6,9.3
TN,Lincoln,11.9,43.8,25,19.3
TN,Loudon,12.2,31.2,28.3,28.4
TN,McMinn,13.6,38.4,30.6,17.4
TN,McNairy,13.7,47.7,27.2,11.5
TN,Macon,22,47.2,21,9.9
TN,Madison,10.4,33.8,30,25.9
TN,Marion,19.2,37.8,27.9,15.1
TN,Marshall,10.8,37.1,31.2,20.9
TN,Maury,8.2,32.9,33,25.9
TN,Meigs,17.9,42.6,28,11.5
TN,Monroe,14.3,40.7,29.4,15.6
TN,Montgomery,5.9,27.1,36.6,30.4
TN,Moore,13.9,39.2,23.8,23.2
TN,Morgan,18.6,43.7,25.3,12.5
TN,Obion,15.2,45.2,22.4,17.2
TN,Overton,17.8,45.5,22.8,13.9
TN,Perry,20,45.4,23.9,10.7
TN,Pickett,18.5,39,24.3,18.2
TN,Polk,15.3,38,33.4,13.3
TN,Putnam,10.8,34.7,26.9,27.6
TN,Rhea,16.7,40.5,25.8,17.1
TN,Roane,10.1,37.1,30.9,21.9
TN,Robertson,11.4,39.2,28.4,21.1
TN,Rutherford,7.3,27.9,31.4,33.4
TN,Scott,19.6,45.9,24.2,10.2
TN,Sequatchie,16,38.4,27,18.6
TN,Sevier,12.3,35.9,31.6,20.1
TN,Shelby,10.4,27.6,28.3,33.8
TN,Smith,13.4,42.5,27.2,16.9
TN,Stewart,11.5,45.7,26,16.8
TN,Sullivan,10.7,32.9,30.2,26.3
TN,Sumner,8.7,29.2,30.9,31.2
TN,Tipton,11,36,33.4,19.6
TN,Trousdale,14,49.2,27,9.8
TN,Unicoi,12,37.9,32.8,17.2
TN,Union,19.6,42.4,24.9,13.1
TN,Van Buren,19.4,47.5,22.8,10.2
TN,Warren,16.3,47.4,22.3,14
TN,Washington,9,28.7,29,33.4
TN,Wayne,17.7,44.5,25.6,12.2
TN,Weakley,12.5,45.4,22,20.1
TN,White,18.2,40,28.2,13.5
TN,Williamson,4,13.6,20.5,62
TN,Wilson,6.9,28.9,27.4,36.7
TX,Texas,14.8,24.5,28.5,32.3
TX,Anderson,15.2,38.2,33.5,13.1
TX,Andrews,26.2,29.2,25,19.7
TX,Angelina,16,32.2,33.1,18.6
TX,Aransas,11.4,31.8,32.6,24.2
TX,Archer,8.8,37.3,28.7,25.2
TX,Armstrong,7.2,33.1,33.7,25.9
TX,Atascosa,19.4,39.8,26.2,14.5
TX,Austin,12.1,32.5,31.2,24.1
TX,Bailey,26.8,33.6,24.3,15.3
TX,Bandera,8,29.6,35,27.3
TX,Bastrop,16.9,30.4,29.6,23
TX,Baylor,13,36.7,27.1,23.3
TX,Bee,19.8,33.3,35.4,11.5
TX,Bell,9.2,25.8,38.2,26.8
TX,Bexar,14.1,24.6,30.9,30.4
TX,Blanco,9.7,27,32.7,30.6
TX,Borden,5.5,21.2,33.9,39.4
TX,Bosque,12.3,32.1,36.7,19
TX,Bowie,10,35.3,32.4,22.3
TX,Brazoria,11.2,24.6,32.7,31.4
TX,Brazos,10.7,21.1,25,43.2
TX,Brewster,11.1,16.5,24.8,47.7
TX,Briscoe,15.4,34.6,34.3,15.7
TX,Brooks,29.9,31,20.1,19.1
TX,Brown,12.6,33.3,34.2,19.9
TX,Burleson,16.3,34,27.3,22.5
TX,Burnet,11.6,29.4,30.9,28.1
TX,Caldwell,19.7,37.6,26,16.7
TX,Calhoun,15.7,34.7,33.4,16.2
TX,Callahan,7.9,36.1,33.1,22.9
TX,Cameron,29.1,26,25.4,19.5
TX,Camp,12.8,37.8,28.7,20.7
TX,Carson,7.6,32.9,34.3,25.2
TX,Cass,12.4,42.3,28.2,17.2
TX,Castro,24.8,33.5,22.2,19.5
TX,Chambers,10.8,26.8,39.6,22.8
TX,Cherokee,21.1,32.4,30.4,16.2
TX,Childress,18,37.5,29.9,14.6
TX,Clay,7.1,35.5,34.2,23.2
TX,Cochran,30.6,34,26.9,8.5
TX,Coke,14,32.5,34,19.5
TX,Coleman,11.8,29.4,38.2,20.7
TX,Collin,5.6,14.7,25.3,54.3
TX,Collingsworth,22.2,23.1,29.5,25.2
TX,Colorado,15.6,34.9,27.3,22.2
TX,Comal,6.4,23.2,29.9,40.5
TX,Comanche,15.4,33.1,32.6,18.9
TX,Concho,25.1,36.9,26.4,11.6
TX,Cooke,11.2,31.3,34.2,23.3
TX,Coryell,10,28.5,44.2,17.3
TX,Cottle,18.1,28.7,34.8,18.3
TX,Crane,25,37.7,21.7,15.7
TX,Crockett,28.1,28.2,28.1,15.6
TX,Crosby,22.2,37.8,26,14
TX,Culberson,23.6,50.3,15.6,10.5
TX,Dallam,22,39.6,24.2,14.3
TX,Dallas,18.9,22.6,24.7,33.9
TX,Dawson,29.8,34.1,22.6,13.5
TX,Deaf Smith,27.8,41.1,19.3,11.8
TX,Delta,10.8,35.1,32.6,21.5
TX,Denton,6.7,16.9,28.5,47.9
TX,DeWitt,15.9,42.5,27.5,14.1
TX,Dickens,14.5,39.8,25.6,20.2
TX,Dimmit,27.2,34.9,23.3,14.6
TX,Donley,15.5,34.1,36.9,13.5
TX,Duval,26.6,34.7,30.9,7.8
TX,Eastland,14.6,30,32.6,22.9
TX,Ector,23.2,29.7,30.6,16.6
TX,Edwards,25.6,18,37.5,19
TX,Ellis,11.7,27.2,33.3,27.9
TX,El Paso,20,24.3,30.7,25
TX,Erath,12.9,26.4,28.4,32.4
TX,Falls,17.5,33.5,35.5,13.5
TX,Fannin,14.3,35,30.2,20.6
TX,Fayette,10.1,39.7,26.1,24.1
TX,Fisher,13.8,34.4,31.8,19.9
TX,Floyd,28.8,28.2,27,16
TX,Foard,19.6,24.5,39.8,16
TX,Fort Bend,8.5,17.9,25,48.6
TX,Franklin,8.5,28,32.8,30.7
TX,Freestone,15,34.5,33.1,17.4
TX,Frio,30,39,22.5,8.5
TX,Gaines,39.6,33.1,16.9,10.4
TX,Galveston,10.3,23.4,32.6,33.8
TX,Garza,30,32.8,24,13.3
TX,Gillespie,11.3,25.2,28.2,35.2
TX,Glasscock,13.9,16.4,31.9,37.8
TX,Goliad,15.5,31,35.6,17.8
TX,Gonzales,22.6,43.4,20.9,13.1
TX,Gray,18.4,32.3,33.2,16
TX,Grayson,9.6,30.2,37.4,22.8
TX,Gregg,13.6,28.7,35.3,22.4
TX,Grimes,19.2,31.2,30.1,19.4
TX,Guadalupe,10.9,29.5,30,29.5
TX,Hale,25.2,33,27,14.8
TX,Hall,18.2,33.6,30,18.2
TX,Hamilton,10.7,35.9,28.4,25.1
TX,Hansford,27.8,22.3,20.3,29.6
TX,Hardeman,15,34.2,33.3,17.4
TX,Hardin,11.1,38.6,31.8,18.5
TX,Harris,17.9,22.9,26.1,33.2
TX,Harrison,10.7,32.8,34.3,22.2
TX,Hartley,15.8,35.2,23.7,25.3
TX,Haskell,20.5,36,23.4,20.2
TX,Hays,9.1,22.3,28.3,40.4
TX,Hemphill,11.4,35.4,29.9,23.3
TX,Henderson,13.3,33.8,33.8,19.1
TX,Hidalgo,31.4,24.8,23.6,20.1
TX,Hill,14.4,34.2,33.9,17.5
TX,Hockley,20.5,28.8,33.6,17.2
TX,Hood,7.6,28,32.7,31.7
TX,Hopkins,15.1,34.5,28.8,21.6
TX,Houston,17.6,39.2,28.4,14.8
TX,Howard,19,34.7,32.5,13.8
TX,Hudspeth,45.1,25.3,19.3,10.3
TX,Hunt,12.3,35.1,31.2,21.3
TX,Hutchinson,14.1,33,37.3,15.6
TX,Irion,11.2,24.1,46.3,18.4
TX,Jack,20.4,32.9,31.2,15.5
TX,Jackson,19.4,34.6,32.9,13
TX,Jasper,12.7,47.2,27.8,12.2
TX,Jeff Davis,14.3,19.3,38.6,27.8
TX,Jefferson,15.2,31.7,33.1,19.9
TX,Jim Hogg,21.4,42.7,23.2,12.8
TX,Jim Wells,21.7,36.5,26.5,15.3
TX,Johnson,13.6,34.6,30.4,21.4
TX,Jones,19.2,38.7,31,11.2
TX,Karnes,23.9,37,22.8,16.3
TX,Kaufman,13.7,29.1,33.5,23.8
TX,Kendall,7.5,15.4,28.6,48.5
TX,Kenedy,66.7,21.8,3.4,8
TX,Kent,11.5,29,31.6,27.9
TX,Kerr,10.3,28.8,31.2,29.8
TX,Kimble,14.7,27.9,29.6,27.9
TX,King,21.3,33.1,15,30.6
TX,Kinney,15.4,24.5,46.8,13.3
TX,Kleberg,17.6,34.7,24.7,23
TX,Knox,18.2,33.1,34.6,14.2
TX,Lamar,12.5,33.7,32.9,20.9
TX,Lamb,23.3,36.9,26.9,12.9
TX,Lampasas,9.7,30.4,39.7,20.2
TX,La Salle,37.6,43.6,13.4,5.4
TX,Lavaca,14.7,37.7,28.1,19.6
TX,Lee,13.5,39.3,30.6,16.6
TX,Leon,15.4,38.8,30.8,15
TX,Liberty,21.6,39.3,28.5,10.6
TX,Limestone,15.4,34.7,33,16.9
TX,Lipscomb,14.9,31.4,29,24.7
TX,Live Oak,24.6,30,31.8,13.6
TX,Llano,8.5,26.6,33.1,31.8
TX,Loving,3.2,15.9,81,0
TX,Lubbock,11.7,25.4,30.3,32.6
TX,Lynn,18.6,28.7,28.1,24.6
TX,McCulloch,20.1,31.5,29.9,18.6
TX,McLennan,13.1,26.9,33,26.9
TX,McMullen,11.1,45.1,28,15.7
TX,Madison,21.1,37.5,27.3,14
TX,Marion,13.3,40.5,30,16.3
TX,Martin,15.8,40.2,27.1,16.9
TX,Mason,15.1,21.5,25.4,38
TX,Matagorda,18.5,28.4,32.2,20.9
TX,Maverick,35.4,26.4,22.4,15.8
TX,Medina,14,32.6,31.2,22.2
TX,Menard,22.1,25.8,28.2,23.9
TX,Midland,15.6,23.2,31.8,29.4
TX,Milam,14.2,39,28.5,18.2
TX,Mills,12.1,31.4,28.1,28.5
TX,Mitchell,16.2,41,33.2,9.6
TX,Montague,12,38.6,32.7,16.7
TX,Montgomery,10.2,22.9,29.1,37.7
TX,Moore,32.1,31.1,25,11.8
TX,Morris,12.4,39.7,34.4,13.5
TX,Motley,14,31.2,34.4,20.4
TX,Nacogdoches,14.8,29.3,30.5,25.4
TX,Navarro,19.6,30.3,33.2,17
TX,Newton,18.1,45.7,29.4,6.8
TX,Nolan,16.1,34.6,35.4,14
TX,Nueces,15.5,29.2,32.8,22.5
TX,Ochiltree,23.7,33.5,24.2,18.6
TX,Oldham,16.5,27,32.6,23.9
TX,Orange,10.7,35.8,36.4,17.2
TX,Palo Pinto,12.5,39.2,30.3,18.1
TX,Panola,16.3,29.1,38.4,16.2
TX,Parker,9.7,26.9,32.5,30.9
TX,Parmer,28.9,24.9,27.7,18.5
TX,Pecos,24.1,36.7,27.8,11.5
TX,Polk,18.6,37.3,30.9,13.2
TX,Potter,22.8,30.9,29.3,17
TX,Presidio,38.4,17.6,22.8,21.2
TX,Rains,12.6,35.9,30.9,20.5
TX,Randall,6.1,23.4,37.8,32.7
TX,Reagan,11.9,52.8,23.3,12
TX,Real,10.9,36.9,31.2,20.9
TX,Red River,14.9,40,31.1,14
TX,Reeves,29.2,36.2,24.8,9.8
TX,Refugio,16.2,43.7,28.9,11.2
TX,Roberts,8.2,37.7,34.9,19.2
TX,Robertson,14.7,38.4,28.5,18.4
TX,Rockwall,5.7,18.5,31.9,43.9
TX,Runnels,17.1,35.8,28.8,18.3
TX,Rusk,15.8,33,35.4,15.8
TX,Sabine,13.1,35.6,33.4,17.9
TX,San Augustine,17.7,45.1,24.5,12.8
TX,San Jacinto,14.4,39.7,29.9,16
TX,San Patricio,17.7,33.2,31.5,17.6
TX,San Saba,14.2,39.5,26.9,19.4
TX,Schleicher,18,29.7,38.7,13.6
TX,Scurry,15.6,32.9,32.9,18.6
TX,Shackelford,6.5,23.8,37.3,32.4
TX,Shelby,18.3,36.9,31,13.8
TX,Sherman,27.9,23.2,27.1,21.8
TX,Smith,12.4,24.9,35.4,27.4
TX,Somervell,7.1,32.1,32.2,28.6
TX,Starr,39.1,26.6,21.5,12.7
TX,Stephens,16.7,34.6,30.2,18.4
TX,Sterling,9.9,42.1,24.6,23.4
TX,Stonewall,19.1,44.1,21.7,15.1
TX,Sutton,20,37.2,27.5,15.3
TX,Swisher,22.1,34.2,24.4,19.3
TX,Tarrant,12.9,23.8,29.3,33.9
TX,Taylor,10,29.5,31.8,28.7
TX,Terrell,6.3,39.6,24.7,29.5
TX,Terry,24,33.8,31.2,11
TX,Throckmorton,9.8,38.9,31.1,20.2
TX,Titus,22.4,37.3,24.9,15.3
TX,Tom Green,13.4,28.4,33.6,24.6
TX,Travis,9.2,15,22.1,53.8
TX,Trinity,13.6,38.9,32.7,14.8
TX,Tyler,17.4,41.6,27.8,13.1
TX,Upshur,13.4,33.1,36.5,17
TX,Upton,21,43.8,25.5,9.7
TX,Uvalde,23.9,27.1,29.9,19.1
TX,Val Verde,26.5,27.4,25.9,20.2
TX,Van Zandt,14,33.3,35.7,17.1
TX,Victoria,16.2,30.3,34.4,19.2
TX,Walker,14.7,38.2,27.7,19.3
TX,Waller,13.3,31.3,30.5,24.9
TX,Ward,19.8,37.7,31.2,11.3
TX,Washington,10.3,31.5,29.3,28.9
TX,Webb,30.9,21.9,26.7,20.6
TX,Wharton,18.7,31.1,32.1,18.1
TX,Wheeler,14.2,39.7,28.9,17.3
TX,Wichita,12.5,31.8,31.9,23.9
TX,Wilbarger,21.6,33.2,28.6,16.6
TX,Willacy,32.5,37,20,10.5
TX,Williamson,5.9,18.1,29.7,46.3
TX,Wilson,9.2,32.7,32.7,25.4
TX,Winkler,27.5,36.3,27.1,9.1
TX,Wise,13,33.9,32.3,20.8
TX,Wood,13.9,31.7,33.3,21.1
TX,Yoakum,31.5,28.1,30.7,9.7
TX,Young,11.9,32.8,32.8,22.5
TX,Zapata,34.4,29.6,24.6,11.3
TX,Zavala,27.4,28.2,30.6,13.8
UT,Beaver,7.7,27.4,37.3,27.5
UT,Box Elder,6.6,32.2,35.4,25.8
UT,Cache,5.8,20.1,34.1,40
UT,Carbon,8,29.3,46,16.7
UT,Daggett,7.2,29.4,45.2,18.2
UT,Davis,4.3,21.2,36.1,38.4
UT,Duchesne,10.8,39.2,35.5,14.4
UT,Emery,6.7,31.1,46.6,15.6
UT,Garfield,4.1,29.1,36.5,30.3
UT,Grand,5.5,23.1,39.6,31.7
UT,Iron,7,23.9,38.8,30.4
UT,Juab,6.4,34.1,38.1,21.4
UT,Kane,5.6,26.4,35.6,32.4
UT,Millard,9.5,32.5,34.5,23.6
UT,Morgan,1.8,22.9,37.7,37.6
UT,Piute,11.1,34.6,34.7,19.6
UT,Rich,4.2,21.3,47.6,26.8
UT,Salt Lake,8.2,22.3,31.8,37.7
UT,San Juan,12.2,31,37.7,19.1
UT,Sanpete,10.2,31.2,36.3,22.3
UT,Sevier,8,31.4,37.8,22.8
UT,Summit,4,15.2,23.4,57.4
UT,Tooele,7.4,31.8,38.2,22.6
UT,Uintah,11.3,34.2,36.6,18
UT,Utah,4.7,16.8,35.6,42.8
UT,Wasatch,4.5,18.9,29.9,46.7
UT,Washington,5.6,21.1,40.6,32.8
UT,Wayne,6.9,23.6,47.2,22.2
UT,Weber,7.8,29.1,36.1,27
VT,Vermont,5.8,27.6,24.9,41.7
VT,Addison,5.5,29.1,23.5,41.8
VT,Bennington,5.9,28.1,26.6,39.4
VT,Caledonia,6.3,33.3,29,31.5
VT,Chittenden,4.7,16.8,22.8,55.7
VT,Essex,11.1,43.1,25.6,20.2
VT,Franklin,8.1,37.5,27,27.4
VT,Grand Isle,3.9,31.7,21.7,42.6
VT,Lamoille,5.8,23,28.4,42.8
VT,Orange,6.1,33.4,25.3,35.2
VT,Orleans,8.5,37.6,26.2,27.7
VT,Rutland,6.4,33.9,26.7,33
VT,Washington,4.9,25.7,23.2,46.2
VT,Windham,5.8,30.3,23.5,40.4
VT,Windsor,5.1,28.9,25.2,40.8
VA,Accomack,18.4,33,27.2,21.3
VA,Albemarle,6.2,14.7,19,60.1
VA,Alleghany,11.8,43.4,29.5,15.2
VA,Amelia,13.6,45.3,23.3,17.7
VA,Amherst,12.3,37.9,28,21.9
VA,Appomattox,10.1,39.7,31,19.3
VA,Arlington,4.7,7.3,11.3,76.8
VA,Augusta,10.1,40.3,26.4,23.3
VA,Bath,14,36.6,31.1,18.3
VA,Bedford,7.6,29.4,30.5,32.6
VA,Bland,8,45.5,30.1,16.4
VA,Botetourt,6.4,35.1,30.8,27.7
VA,Brunswick,23.5,34.5,26,16
VA,Buchanan,25.8,39.4,23.9,10.9
VA,Buckingham,15.9,45.3,26.6,12.2
VA,Campbell,9.5,34.3,31.6,24.6
VA,Caroline,10.6,40,27,22.3
VA,Carroll,17,38.1,29,15.9
VA,Charles City,15.1,40.1,28.7,16.2
VA,Charlotte,15.5,38,29.8,16.6
VA,Chesterfield,7.4,22.3,28,42.3
VA,Clarke,6.3,29.5,29.7,34.5
VA,Craig,12.1,41.7,30.2,16
VA,Culpeper,10.6,34,28.5,26.8
VA,Cumberland,13.9,34.7,32.9,18.5
VA,Dickenson,18.6,39.3,30.6,11.4
VA,Dinwiddie,10.5,39.5,32.2,17.9
VA,Essex,17.4,36.3,31,15.3
VA,Fairfax,6.5,12.2,17.2,64.1
VA,Fauquier,7.8,24.3,28.5,39.4
VA,Floyd,9.2,38,29.6,23.2
VA,Fluvanna,6.7,25,32.5,35.8
VA,Franklin,10.3,34.5,31.3,23.8
VA,Frederick,11.3,31.2,28.4,29.1
VA,Giles,9.6,40.8,30.4,19.3
VA,Gloucester,10.1,30.4,34.1,25.5
VA,Goochland,5.8,23.2,26.6,44.4
VA,Grayson,17,39.5,29.4,14.1
VA,Greene,10.7,32.3,29.1,27.9
VA,Greensville,20.3,39.2,27,13.4
VA,Halifax,17.8,36.1,29,17.1
VA,Hanover,5.6,24.3,28.2,41.8
VA,Henrico,7.1,21.7,25.8,45.4
VA,Henry,18.7,36,30.8,14.4
VA,Highland,10,37.5,21.9,30.7
VA,Isle of Wight,8.8,28.8,32.6,29.8
VA,James City,4.3,19.3,26.4,50
VA,King and Queen,13.6,33.1,30.8,22.6
VA,King George,9.7,27.6,27.8,34.9
VA,King William,6.5,35.1,33.6,24.8
VA,Lancaster,13.6,28.9,25.2,32.3
VA,Lee,18.3,36.7,33.6,11.5
VA,Loudoun,5.6,11.3,19.5,63.5
VA,Louisa,11.4,33.8,29,25.8
VA,Lunenburg,21.3,36.4,31.2,11.1
VA,Madison,13,34.8,27.7,24.5
VA,Mathews,5.7,31.4,33.1,29.8
VA,Mecklenburg,13.5,34.3,30.7,21.5
VA,Middlesex,10.6,28.6,31.2,29.6
VA,Montgomery,5,23.6,24.9,46.5
VA,Nelson,13.4,35.1,21,30.4
VA,New Kent,5.9,29.3,31.2,33.6
VA,Northampton,13.1,31,26.6,29.3
VA,Northumberland,10.8,27.9,27.5,33.7
VA,Nottoway,16.2,39.5,28.2,16.1
VA,Orange,10.2,35.4,27.1,27.3
VA,Page,17.6,45.5,22.2,14.7
VA,Patrick,16.4,36,31.4,16.3
VA,Pittsylvania,15.8,38.1,31.2,15
VA,Powhatan,8.5,27.6,31.2,32.8
VA,Prince Edward,11.6,35.3,26.2,26.9
VA,Prince George,10.6,30.8,34.5,24.1
VA,Prince William,10.1,19.9,26.3,43.7
VA,Pulaski,9.7,34.3,34.9,21.1
VA,Rappahannock,9.4,29.8,27,33.8
